run_id,workload,tier,test,level,connections,rate_frac,target_rps,lang,impl,round,ok,flags,error,rps,requests,error_count,error_rate,lat_mean_us,lat_max_us,server_cpu_util,requests_per_cpu_second,server_rss_avg_kb,server_rss_peak_kb,server_hwm_kb,server_threads_max,loadgen_cpu_util,steal_server,server_ready_ms,lat_p50_us,lat_p75_us,lat_p90_us,lat_p95_us,lat_p99_us,lat_p99.9_us,lat_p99.99_us
20260925T083500Z-native-vm,http.users,primary,throughput,c10000,10000,,,rust,http-axum,0,True,,,71851.38744232421,2158798,0,0.0,194159.71,699561,1.9428656243543412,36982.17032698907,284295.64413268346,288200,288424,3,1.3023190283138413,0.010114408887415022,8.618942,159495,372807,507758,553655,630860,678650,694110
20260925T083500Z-native-vm,http.users,primary,throughput,c10000,10000,,,rust,http-axum,1,True,,,73671.4329565933,2213780,0,0.0,186992.899,690361,1.9643573025236367,37504.08994430219,274797.83111555927,278220,278368,3,1.3363214207405723,0.008138183026075402,9.015835,156481,360376,486703,522686,597678,665804,680368
20260925T083500Z-native-vm,http.users,primary,throughput,c10000,10000,,,rust,http-axum,2,True,,,70068.61281615119,2104566,0,0.0,194465.638,734303,1.944365945600029,36036.74142447917,275242.2926368793,278312,278536,3,1.2786483217713294,0.007639926922438133,9.259158,158684,373723,501295,558124,633382,705069,727253
20260925T083500Z-native-vm,http.users,primary,throughput,c10000,10000,,,rust,http-axum,3,True,,,68923.30947017444,2073231,0,0.0,198325.344,786074,1.9199988916486397,35897.57773817893,271653.575349645,276104,276224,3,1.2529904076901677,0.007140484888741282,8.319161,160200,381632,515809,567311,655113,725413,773514
20260925T083500Z-native-vm,http.users,primary,throughput,c10000,10000,,,rust,http-axum,4,True,,,66765.28998799146,2008984,0,0.0,199943.065,703068,1.959335306188053,34075.479463433636,277080.5572988847,280932,280980,3,1.2613067174071568,0.009626556016597511,8.29522,170995,381518,511193,558998,626194,680369,697955
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,go,http,0,True,,,45441.477539466876,1365485,0,0.0,11051.565,48526,1.8625207932274295,24397.83636494312,24991.395778678412,25120,25120,5,0.8399937438105954,0.007293080054274084,8.170667,10575,13186,16517,19001,24903,34297,43671
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,go,http,1,True,,,42619.712186889075,1282324,0,0.0,11764.015,49131,1.8490683587830108,23049.2896514328,24717.17632844514,24736,24764,6,0.8249976252718355,0.008638211382113821,7.776721,11260,14026,17530,20058,26071,35194,44877
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,go,http,2,True,,,43787.81002812904,1315812,0,0.0,11467.916,46373,1.8413490940245667,23780.287057042337,24715.915203065608,24820,24968,5,0.8253273284442679,0.009825512451295952,8.084692,10965,13747,17255,19733,26051,33467,41000
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,go,http,3,True,,,43998.03955731768,1323234,0,0.0,11393.731,46298,1.8625182585125382,23622.876906697176,24753.260161856964,25160,25160,5,0.8259950324658748,0.0084530853761623,7.934956,10931,13591,16943,19451,25098,33614,40565
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,go,http,4,True,,,42754.166741193774,1285983,0,0.0,11730.147,45824,1.8524352567885323,23079.97895446796,24736.0,24736,24912,5,0.8019931634627443,0.00864260294865277,8.26173,11236,14022,17566,20124,26029,35404,42317
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,rust,http-axum,0,True,,,74585.51800036208,2243682,0,0.0,7003.386,34571,1.9754596155148114,37756.03278071814,18935.6230955563,19076,19144,3,1.145659595808396,0.009148369926813041,8.152725,5746,8791,13014,15865,21270,26386,29818
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,rust,http-axum,1,True,,,69846.39479861819,2101023,0,0.0,7401.957,43372,1.9576463739434131,35678.75982520893,17780.940939967284,18228,18228,3,1.1203292253848183,0.012314861041770677,9.399596,6191,9279,13555,16406,21914,27787,33075
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,rust,http-axum,2,True,,,74664.14681589174,2245272,0,0.0,6983.431,40835,1.980179498087606,37705.74682143714,18111.328810422743,18192,18376,3,1.1179837291629346,0.007656458055925432,8.127894,5770,8694,12971,15771,20992,26716,34099
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,rust,http-axum,3,True,,,73161.57616775093,2201023,0,0.0,7095.183,45733,1.9811780771072245,36928.31907093191,19220.55043290994,19340,19340,3,1.1489881255907182,0.007482540738277353,7.864377,5912,8908,12997,15755,21071,26882,34105
20260925T083500Z-native-vm,http.users,primary,throughput,c500,500,,,rust,http-axum,4,True,,,72310.04279862036,2174575,0,0.0,7188.137,35303,1.977125112062843,36573.32677504426,17931.883693117623,18120,18248,3,1.1356594512543432,0.007151172459670714,7.961321,5979,9048,13160,16046,21330,26635,31017
20260925T083500Z-native-vm,http.users,primary,throughput,c5000,5000,,,go,http,0,True,,,44350.81778842546,1332230,0,0.0,111483.908,174058,1.8050058625387078,24571.010382230477,163960.53490114905,164128,164260,5,0.9069948979722999,0.00955631399317406,9.981673,111043,121721,132652,138909,152550,164525,169557
20260925T083500Z-native-vm,http.users,primary,throughput,c5000,5000,,,go,http,1,True,,,43332.62044108564,1304430,0,0.0,114297.395,184149,1.8162744638216146,23857.96932359533,165087.46463286818,165152,165312,5,0.9123285899241177,0.009196185286103543,11.872663,112802,125555,136914,143983,157268,168949,181137
20260925T083500Z-native-vm,http.users,primary,throughput,c5000,5000,,,go,http,2,True,,,42799.54553856746,1285734,0,0.0,115553.475,179031,1.8001108710370866,23776.06081224854,164353.31772160486,164640,164644,5,0.8893244095854103,0.010231923601637109,8.974675,114827,127070,137877,143971,156964,167688,173847
