run_id,workload,target,build_track,scenario,lang,round,i,ok,time_s,peak_rss_kb,cpu_s
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,0,1,True,0.26832202843999997,121880,0.25
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,1,0,True,0.27010657718000003,121780,0.26
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,1,1,True,0.26096353518000004,121936,0.25
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,2,0,True,0.27773897704,121864,0.27
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,2,1,True,0.25156349904,121616,0.24
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,3,0,True,0.2741933107,121668,0.26
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,3,1,True,0.2603599197,121696,0.25
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,4,0,True,0.25099964198,121748,0.24
20260925T083500Z-native-vm,compile.http-check,http,check,edit,rust,4,1,True,0.24609306598000003,121668,0.24
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,0,0,True,0.13820734812,54172,0.13
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,0,1,True,0.14681247612,53844,0.14
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,1,0,True,0.11797162498,53864,0.11
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,1,1,True,0.12559889998,53760,0.12
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,2,0,True,0.12665837656000004,53904,0.11
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,2,1,True,0.12812060956000001,53660,0.12
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,3,0,True,0.15617033408,53636,0.13
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,3,1,True,0.14137715408,53804,0.13
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,4,0,True,0.12493197780000001,53768,0.11000000000000001
20260925T083500Z-native-vm,compile.http-check,http,check,noop,rust,4,1,True,0.1250746298,53612,0.11000000000000001
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,0,0,True,12.96071425832,273204,39.25
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,0,1,True,12.79756724332,282120,39.0
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,1,0,True,12.78149966072,269172,38.81
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,1,1,True,13.51193250472,279960,41.029999999999994
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,2,0,True,13.21884192716,274316,40.64
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,2,1,True,12.700886244160001,276704,39.040000000000006
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,3,0,True,13.2067188395,279692,40.190000000000005
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,3,1,True,12.9013610795,270052,39.6
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,4,0,True,12.9585969503,277948,39.300000000000004
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,go,4,1,True,12.4357393223,277256,38.51
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,0,0,True,13.651925695380001,397176,37.22
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,0,1,True,14.84241128338,398688,39.190000000000005
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,1,0,True,14.0716944867,396164,37.96
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,1,1,True,14.6194910967,394216,38.75
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,2,0,True,14.475015255799999,400704,38.28
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,2,1,True,14.2122460998,395012,37.61
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,3,0,True,14.02129705426,395268,38.72
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,3,1,True,13.74937042026,394476,37.19
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,4,0,True,14.130837333,397956,37.519999999999996
20260925T083500Z-native-vm,compile.http-dev,http,dev,clean,rust,4,1,True,15.038691617,398244,39.46
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,0,0,True,0.58257134416,151604,0.98
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,0,1,True,0.5648261961600001,151364,0.95
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,1,0,True,0.56713875616,148456,0.97
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,1,1,True,0.58329623416,149036,0.96
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,2,0,True,0.6015028578,148752,0.99
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,2,1,True,0.5804934208000001,147808,0.97
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,3,0,True,0.53351467674,147564,0.88
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,3,1,True,0.58967469574,152320,0.99
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,4,0,True,0.5150941009000001,151540,0.86
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,go,4,1,True,0.49089904390000005,147420,0.8400000000000001
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,0,0,True,0.64573088176,183388,0.8899999999999999
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,0,1,True,0.60641645876,183328,0.8200000000000001
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,1,0,True,0.6130964947,183384,0.83
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,1,1,True,0.5941569397,183384,0.81
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,2,0,True,0.57808125186,183380,0.81
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,2,1,True,0.60666945786,182968,0.83
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,3,0,True,0.63824070568,183144,0.86
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,3,1,True,0.62529925068,183452,0.86
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,4,0,True,0.6188169805,183028,0.8500000000000001
20260925T083500Z-native-vm,compile.http-dev,http,dev,edit,rust,4,1,True,0.6375253015000001,183252,0.8799999999999999
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,0,0,True,0.1121587935,29252,0.26
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,0,1,True,0.11403503450000001,28732,0.27
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,1,0,True,0.11710142768000001,28992,0.29000000000000004
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,1,1,True,0.11289736668000001,29244,0.26
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,2,0,True,0.1072564982,29004,0.26
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,2,1,True,0.1186600682,29296,0.29000000000000004
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,3,0,True,0.1229069438,29596,0.27
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,3,1,True,0.1072840228,29272,0.25
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,4,0,True,0.11221894532000001,29332,0.26
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,go,4,1,True,0.12147236532000001,29232,0.29000000000000004
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,0,0,True,0.1272595256,53736,0.11
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,0,1,True,0.16376993860000003,54372,0.15000000000000002
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,1,0,True,0.12488710796,53888,0.11
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,1,1,True,0.16411786396,54356,0.16
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,2,0,True,0.12327889992,53744,0.11000000000000001
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,2,1,True,0.14435290792,53836,0.13
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,3,0,True,0.1408075982,54152,0.13
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,3,1,True,0.12379493620000002,53648,0.11
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,4,0,True,0.13549065804000002,53656,0.12
20260925T083500Z-native-vm,compile.http-dev,http,dev,noop,rust,4,1,True,0.13322404004000002,53836,0.12
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,0,0,True,35.69755077138,1208860,120.60999999999999
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,0,1,True,35.68351889838,1254348,122.33
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,1,0,True,35.990960385120005,1221836,121.87
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,1,1,True,35.84756785212,1259464,120.78999999999999
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,2,0,True,34.684596306239996,1208924,116.28999999999999
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,2,1,True,34.26887857224,1259312,116.03
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,3,0,True,34.49372734076,1192156,116.78999999999999
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,3,1,True,34.21158333276,1244700,116.74000000000001
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,4,0,True,34.5390012891,1213792,116.62
20260925T083500Z-native-vm,compile.suite,suite,release,clean,go,4,1,True,34.6184210631,1231480,117.87
